Bez1,OP3 Rot,Bez2,Bez3,Sigmaban,Wolfgang,Nugus
0.38,0.93,0.98,0.95,1.00,0.92,0.00
0.97,0.90,0.98,0.95,1.00,0.92,0.00
0.00,0.92,0.97,0.94,1.00,0.93,0.00
0.95,0.92,0.98,0.94,1.00,0.93,0.00
0.96,0.91,0.98,0.95,1.00,0.93,0.00
0.00,0.93,0.98,0.95,0.60,0.90,0.00
0.95,0.90,0.98,0.95,0.97,0.93,0.01
0.96,0.90,0.98,0.95,1.00,0.93,0.92
0.96,0.92,0.97,0.95,1.00,0.93,0.00
0.94,0.91,0.98,0.94,1.00,0.93,0.00
